Record_ID,Date,Time,Day,Is_Weekend,Location,Latitude,Longitude,Weather,Traffic_Volume,Average_Speed_kmph,Accident_Count,Congestion_Score,Congestion_Level,Risk_Score,Risk_Level
2002,2025-04-29,16:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Rain,262,34.3,0,22.52,Low,18.94,Low
2003,2025-02-24,14:00,Monday,No,Keshwapur,15.3565,75.1325,Clear,595,40.9,0,30.21,Low,25.07,Low
2004,2025-03-25,07:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,952,40.2,1,46.73,Moderate,44.21,Medium
2005,2025-03-11,21:00,Tuesday,No,Vidya Nagar,15.37,75.119,Cloudy,768,37.6,1,41.82,Moderate,40.25,Medium
2006,2025-02-25,07:00,Tuesday,No,Keshwapur,15.3565,75.1325,Clear,800,35.4,1,44.36,Moderate,42.39,Medium
2007,2025-02-15,12:00,Saturday,Yes,Vidya Nagar,15.37,75.119,Clear,164,54.8,0,5.98,Low,4.9,Low
2008,2025-04-11,08:00,Friday,No,Old Bus Stand,15.3502,75.138,Cloudy,886,28.6,0,48.42,Moderate,40.27,Medium
2009,2025-02-12,01:00,Wednesday,No,Vidya Nagar,15.37,75.119,Clear,279,54.8,0,10.09,Low,8.26,Low
2010,2025-01-30,07:00,Thursday,No,Hubballi Railway Station,15.3515,75.1387,Clear,1016,34.7,0,49.18,Moderate,40.74,Medium
2011,2025-01-24,22:00,Friday,No,Airport Road,15.3705,75.096,Clear,395,47.9,0,18.62,Low,15.41,Low
2012,2025-03-09,00:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Clear,334,38.7,1,25.63,Low,26.98,Low
2013,2025-02-16,08:00,Sunday,Yes,Keshwapur,15.3565,75.1325,Clear,897,33.1,0,45.95,Moderate,38.14,Medium
2014,2025-01-29,15:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Cloudy,409,38.2,0,25.29,Low,21.11,Low
2015,2025-04-28,20:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Cloudy,1001,34.2,0,48.96,Moderate,40.58,Medium
2016,2025-04-20,16:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Clear,261,45.8,0,15.17,Low,12.64,Low
2017,2025-04-20,20:00,Sunday,Yes,Old Bus Stand,15.3502,75.138,Rain,1004,33.9,1,52.59,Moderate,49.16,Medium
2018,2025-01-21,08:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,1090,26.6,0,56.98,Moderate,47.32,Medium
2019,2025-02-26,03:00,Wednesday,No,Airport Road,15.3705,75.096,Clear,386,43.5,0,21.09,Low,17.54,Low
2020,2025-01-21,13:00,Tuesday,No,Old Bus Stand,15.3502,75.138,Rain,589,38.7,0,31.39,Low,26.09,Low
2021,2025-03-11,11:00,Tuesday,No,Old Bus Stand,15.3502,75.138,Clear,298,48.4,1,18.17,Low,20.64,Low
2022,2025-03-10,05:00,Monday,No,Gokul Road,15.3652,75.1106,Fog,429,32.5,0,29.63,Low,24.8,Low
2023,2025-01-01,18:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Clear,937,33.8,0,46.93,Moderate,38.93,Medium
2024,2025-04-12,20:00,Saturday,Yes,Keshwapur,15.3565,75.1325,Cloudy,873,36.0,0,43.25,Moderate,35.86,Medium
2025,2025-02-11,16:00,Tuesday,No,Gokul Road,15.3652,75.1106,Clear,513,41.9,0,26.65,Low,22.13,Low
2026,2025-02-05,10:00,Wednesday,No,MG Road Junction,15.3647,75.1239,Clear,978,40.2,0,44.32,Moderate,36.63,Medium
2027,2025-02-27,20:00,Thursday,No,Keshwapur,15.3565,75.1325,Clear,948,30.5,0,49.43,Moderate,41.05,Medium
2028,2025-02-26,10:00,Wednesday,No,Gokul Road,15.3652,75.1106,Cloudy,893,32.9,1,49.27,Moderate,46.47,Medium
2029,2025-02-26,23:00,Wednesday,No,Vidya Nagar,15.37,75.119,Clear,545,35.4,0,31.92,Low,26.61,Low
2030,2025-02-04,05:00,Tuesday,No,Keshwapur,15.3565,75.1325,Rain,461,38.6,0,26.89,Low,22.41,Low
2031,2025-01-19,22:00,Sunday,Yes,Keshwapur,15.3565,75.1325,Clear,471,46.1,0,22.47,Low,18.61,Low
2032,2025-03-09,16:00,Sunday,Yes,Hubballi Railway Station,15.3515,75.1387,Clear,310,38.2,0,21.76,Low,18.22,Low
2033,2025-04-26,12:00,Saturday,Yes,Vidya Nagar,15.37,75.119,Clear,470,42.1,0,24.98,Low,20.76,Low
2034,2025-01-30,14:00,Thursday,No,MG Road Junction,15.3647,75.1239,Cloudy,581,44.4,0,27.48,Low,22.75,Low
2035,2025-04-02,06:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Rain,409,40.7,0,23.7,Low,19.74,Low
2036,2025-02-08,04:00,Saturday,Yes,Old Bus Stand,15.3502,75.138,Clear,336,46.6,0,17.34,Low,14.39,Low
2037,2025-04-21,12:00,Monday,No,Airport Road,15.3705,75.096,Cloudy,407,37.8,0,25.47,Low,21.27,Low
2038,2025-03-04,08:00,Tuesday,No,Gokul Road,15.3652,75.1106,Clear,877,39.4,1,44.56,Moderate,42.45,Medium
2039,2025-03-02,00:00,Sunday,Yes,Hubballi Railway Station,15.3515,75.1387,Cloudy,389,42.1,0,22.09,Low,18.4,Low
2040,2025-01-13,16:00,Monday,No,Gokul Road,15.3652,75.1106,Rain,522,40.3,0,27.99,Low,23.26,Low
2041,2025-01-31,15:00,Friday,No,MG Road Junction,15.3647,75.1239,Clear,780,39.4,0,37.77,Moderate,31.29,Low
2042,2025-04-08,10:00,Tuesday,No,Old Bus Stand,15.3502,75.138,Clear,1243,28.2,0,61.42,High,50.92,Medium
2043,2025-03-23,19:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Fog,1071,26.8,0,56.17,Moderate,46.66,Medium
2044,2025-03-31,13:00,Monday,No,Keshwapur,15.3565,75.1325,Rain,554,38.9,0,30.02,Low,24.96,Low
2045,2025-03-25,17:00,Tuesday,No,Airport Road,15.3705,75.096,Cloudy,673,37.0,0,35.47,Moderate,29.47,Low
2046,2025-02-10,01:00,Monday,No,MG Road Junction,15.3647,75.1239,Clear,401,43.2,0,21.82,Low,18.15,Low
2047,2025-02-12,18:00,Wednesday,No,Gokul Road,15.3652,75.1106,Clear,1207,26.6,1,64.49,High,59.07,Medium
2048,2025-03-30,20:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Clear,776,39.8,0,37.37,Moderate,30.95,Low
2049,2025-04-09,23:00,Wednesday,No,Vidya Nagar,15.37,75.119,Rain,640,34.2,0,36.08,Moderate,30.03,Low
2050,2025-03-03,09:00,Monday,No,Keshwapur,15.3565,75.1325,Cloudy,868,40.1,0,40.46,Moderate,33.47,Low
2051,2025-04-15,05:00,Tuesday,No,Unkal Lake Road,15.373,75.1115,Clear,182,47.7,0,11.14,Low,9.3,Low
2052,2025-03-23,03:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Clear,160,44.2,0,12.58,Low,10.56,Low
2053,2025-04-22,12:00,Tuesday,No,Gokul Road,15.3652,75.1106,Clear,480,38.2,0,27.82,Low,23.18,Low
2054,2025-02-19,01:00,Wednesday,No,MG Road Junction,15.3647,75.1239,Clear,439,37.8,0,26.61,Low,22.2,Low
2055,2025-01-28,16:00,Tuesday,No,Airport Road,15.3705,75.096,Clear,275,42.3,0,17.9,Low,14.96,Low
2056,2025-01-01,11:00,Wednesday,No,Gokul Road,15.3652,75.1106,Clear,520,44.6,0,25.18,Low,20.86,Low
2057,2025-02-18,04:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,640,32.4,0,37.22,Moderate,31.02,Low
2058,2025-01-13,15:00,Monday,No,Unkal Lake Road,15.373,75.1115,Clear,294,39.9,0,20.1,Low,16.82,Low
2059,2025-03-15,11:00,Saturday,Yes,MG Road Junction,15.3647,75.1239,Clear,208,48.7,0,11.43,Low,9.51,Low
2060,2025-04-28,22:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Clear,398,48.0,0,18.66,Low,15.44,Low
2061,2025-01-02,18:00,Thursday,No,Keshwapur,15.3565,75.1325,Clear,814,33.2,0,42.93,Moderate,35.66,Medium
2062,2025-02-09,07:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Clear,701,34.5,0,38.06,Moderate,31.65,Low
2063,2025-04-10,14:00,Thursday,No,Keshwapur,15.3565,75.1325,Clear,449,47.6,1,24.07,Low,25.48,Low
2064,2025-02-26,05:00,Wednesday,No,Vidya Nagar,15.37,75.119,Clear,625,39.2,0,32.36,Low,26.87,Low
2065,2025-04-17,01:00,Thursday,No,Keshwapur,15.3565,75.1325,Clear,546,37.1,0,30.88,Low,25.71,Low
2066,2025-04-11,11:00,Friday,No,Gokul Road,15.3652,75.1106,Cloudy,720,42.6,0,33.59,Low,27.79,Low
2067,2025-02-07,02:00,Friday,No,Hubballi Railway Station,15.3515,75.1387,Rain,414,39.5,0,24.64,Low,20.54,Low
2068,2025-04-14,02:00,Monday,No,Vidya Nagar,15.37,75.119,Cloudy,100,49.6,0,7.01,Low,5.87,Low
2069,2025-02-11,20:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Clear,1129,29.6,0,56.46,Moderate,46.82,Medium
2070,2025-01-01,20:00,Wednesday,No,Hubballi Railway Station,15.3515,75.1387,Rain,1183,28.7,2,65.63,High,65.56,High
2071,2025-01-17,22:00,Friday,No,MG Road Junction,15.3647,75.1239,Cloudy,499,46.3,0,23.35,Low,19.32,Low
2072,2025-04-22,02:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,509,43.8,0,25.29,Low,20.97,Low
2073,2025-02-12,06:00,Wednesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,334,47.2,0,16.88,Low,14.01,Low
2074,2025-01-14,23:00,Tuesday,No,Keshwapur,15.3565,75.1325,Rain,643,40.0,0,32.49,Low,26.96,Low
2075,2025-03-18,14:00,Tuesday,No,Vidya Nagar,15.37,75.119,Clear,491,43.2,0,25.03,Low,20.77,Low
2076,2025-02-17,19:00,Monday,No,Vidya Nagar,15.37,75.119,Clear,715,36.2,0,37.48,Moderate,31.13,Low
2077,2025-04-12,22:00,Saturday,Yes,Airport Road,15.3705,75.096,Cloudy,229,48.5,0,12.31,Low,10.23,Low
2078,2025-04-29,08:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Rain,1068,24.3,0,57.65,Moderate,47.93,Medium
2079,2025-03-18,03:00,Tuesday,No,Gokul Road,15.3652,75.1106,Clear,381,42.0,1,25.2,Low,26.55,Low
2080,2025-01-30,18:00,Thursday,No,Gokul Road,15.3652,75.1106,Clear,839,39.2,0,40.0,Moderate,33.12,Low
2081,2025-01-03,02:00,Friday,No,MG Road Junction,15.3647,75.1239,Clear,519,28.2,0,35.58,Moderate,29.77,Low
2082,2025-01-14,11:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Cloudy,556,41.6,0,28.37,Low,23.55,Low
2083,2025-02-02,20:00,Sunday,Yes,Keshwapur,15.3565,75.1325,Clear,662,40.4,1,36.25,Moderate,35.63,Medium
2084,2025-01-06,20:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Clear,889,31.6,1,49.95,Moderate,47.06,Medium
2085,2025-01-20,13:00,Monday,No,MG Road Junction,15.3647,75.1239,Rain,699,35.0,0,37.68,Moderate,31.32,Low
2086,2025-02-02,18:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Clear,737,38.9,1,39.88,Moderate,38.64,Medium
2087,2025-03-18,01:00,Tuesday,No,Unkal Lake Road,15.373,75.1115,Cloudy,336,43.7,0,19.18,Low,15.98,Low
2088,2025-02-26,13:00,Wednesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,433,47.0,0,20.55,Low,17.01,Low
2089,2025-03-21,20:00,Friday,No,Old Bus Stand,15.3502,75.138,Clear,1201,35.5,1,58.61,Moderate,54.04,Medium
2090,2025-02-10,03:00,Monday,No,Keshwapur,15.3565,75.1325,Cloudy,356,45.8,0,18.56,Low,15.41,Low
2091,2025-01-16,12:00,Thursday,No,MG Road Junction,15.3647,75.1239,Clear,775,33.6,1,44.61,Moderate,42.64,Medium
2092,2025-04-16,21:00,Wednesday,No,Keshwapur,15.3565,75.1325,Clear,1048,34.0,0,50.77,Moderate,42.06,Medium
2093,2025-03-12,12:00,Wednesday,No,Vidya Nagar,15.37,75.119,Clear,618,44.5,0,28.74,Low,23.77,Low
2094,2025-04-27,14:00,Sunday,Yes,Keshwapur,15.3565,75.1325,Cloudy,437,41.3,1,27.65,Low,28.57,Low
2095,2025-02-19,03:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Rain,575,41.6,0,29.05,Low,24.1,Low
2096,2025-04-08,10:00,Tuesday,No,Gokul Road,15.3652,75.1106,Fog,820,31.7,0,44.09,Moderate,36.65,Medium
2097,2025-03-11,15:00,Tuesday,No,Old Bus Stand,15.3502,75.138,Clear,436,49.0,0,19.38,Low,16.0,Low
2098,2025-01-05,09:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Clear,940,31.2,1,52.03,Moderate,48.76,Medium
2099,2025-03-02,03:00,Sunday,Yes,Keshwapur,15.3565,75.1325,Clear,345,42.8,0,20.08,Low,16.73,Low
2100,2025-04-24,05:00,Thursday,No,Gokul Road,15.3652,75.1106,Rain,683,33.7,1,41.26,Moderate,39.9,Medium
2101,2025-03-12,01:00,Wednesday,No,Vidya Nagar,15.37,75.119,Clear,429,44.7,0,21.87,Low,18.15,Low
2102,2025-01-01,01:00,Wednesday,No,Hubballi Railway Station,15.3515,75.1387,Fog,531,30.0,0,34.86,Low,29.14,Low
2103,2025-04-20,20:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Clear,817,30.7,0,44.62,Moderate,37.11,Medium
2104,2025-04-23,03:00,Wednesday,No,Gokul Road,15.3652,75.1106,Fog,540,34.3,0,32.45,Low,27.06,Low
2105,2025-03-31,01:00,Monday,No,Keshwapur,15.3565,75.1325,Rain,464,35.3,0,29.1,Low,24.3,Low
2106,2025-01-15,13:00,Wednesday,No,Vidya Nagar,15.37,75.119,Rain,493,34.5,1,33.97,Low,33.91,Low
2107,2025-02-23,14:00,Sunday,Yes,Airport Road,15.3705,75.096,Clear,293,41.3,1,22.51,Low,24.36,Low
2108,2025-02-14,06:00,Friday,No,Airport Road,15.3705,75.096,Clear,353,43.8,0,19.73,Low,16.42,Low
2109,2025-04-02,22:00,Wednesday,No,Airport Road,15.3705,75.096,Clear,293,39.8,0,20.13,Low,16.85,Low
2110,2025-04-09,07:00,Wednesday,No,Airport Road,15.3705,75.096,Clear,716,37.7,0,36.56,Moderate,30.34,Low
2111,2025-01-19,12:00,Sunday,Yes,Hubballi Railway Station,15.3515,75.1387,Clear,276,41.0,0,18.76,Low,15.7,Low
2112,2025-04-08,17:00,Tuesday,No,Old Bus Stand,15.3502,75.138,Clear,854,34.2,0,43.72,Moderate,36.28,Medium
2113,2025-02-09,15:00,Sunday,Yes,Keshwapur,15.3565,75.1325,Clear,389,44.2,0,20.76,Low,17.25,Low
2114,2025-01-02,11:00,Thursday,No,Keshwapur,15.3565,75.1325,Cloudy,294,46.7,0,15.78,Low,13.11,Low
2115,2025-02-16,03:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Cloudy,318,42.5,1,22.64,Low,24.44,Low
2116,2025-03-03,11:00,Monday,No,Vidya Nagar,15.37,75.119,Clear,176,49.5,0,9.78,Low,8.14,Low
2117,2025-03-16,22:00,Sunday,Yes,Airport Road,15.3705,75.096,Fog,193,33.5,0,20.57,Low,17.36,Low
2118,2025-03-18,21:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,998,28.6,1,55.75,Moderate,51.88,Medium
2119,2025-02-28,16:00,Friday,No,Vidya Nagar,15.37,75.119,Clear,217,39.8,0,17.42,Low,14.63,Low
2120,2025-02-19,19:00,Wednesday,No,Airport Road,15.3705,75.096,Clear,676,34.7,0,37.05,Moderate,30.81,Low
2121,2025-02-28,07:00,Friday,No,Hubballi Railway Station,15.3515,75.1387,Rain,1279,20.7,1,70.81,High,64.39,High
2122,2025-03-13,04:00,Thursday,No,Vidya Nagar,15.37,75.119,Clear,256,52.7,0,10.6,Low,8.73,Low
2123,2025-02-27,17:00,Thursday,No,Keshwapur,15.3565,75.1325,Clear,905,29.7,1,51.73,Moderate,48.56,Medium
2124,2025-04-19,14:00,Saturday,Yes,Keshwapur,15.3565,75.1325,Cloudy,572,44.1,0,27.35,Low,22.65,Low
2125,2025-04-02,04:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Clear,337,43.4,0,19.41,Low,16.17,Low
2126,2025-02-24,04:00,Monday,No,MG Road Junction,15.3647,75.1239,Cloudy,726,39.2,0,35.97,Moderate,29.82,Low
2127,2025-04-26,13:00,Saturday,Yes,Old Bus Stand,15.3502,75.138,Rain,460,33.2,1,33.62,Low,33.66,Low
2128,2025-02-21,19:00,Friday,No,Gokul Road,15.3652,75.1106,Fog,1011,27.8,0,53.39,Moderate,44.36,Medium
2129,2025-01-22,16:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Clear,667,35.5,0,36.22,Moderate,30.11,Low
2130,2025-03-17,06:00,Monday,No,Airport Road,15.3705,75.096,Clear,290,47.8,0,14.93,Low,12.4,Low
2131,2025-01-01,09:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Clear,805,41.3,1,40.78,Moderate,39.31,Medium
2132,2025-02-10,23:00,Monday,No,Vidya Nagar,15.37,75.119,Clear,508,40.7,0,27.23,Low,22.63,Low
2133,2025-04-12,01:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Clear,218,44.8,0,14.27,Low,11.93,Low
2134,2025-03-11,00:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Clear,404,44.3,0,21.23,Low,17.63,Low
2135,2025-03-11,04:00,Tuesday,No,Gokul Road,15.3652,75.1106,Fog,441,35.6,0,28.09,Low,23.46,Low
2136,2025-04-24,17:00,Thursday,No,Vidya Nagar,15.37,75.119,Rain,952,34.4,0,47.09,Moderate,39.04,Medium
2137,2025-04-20,15:00,Sunday,Yes,Hubballi Railway Station,15.3515,75.1387,Clear,232,48.9,0,12.16,Low,10.1,Low
2138,2025-04-02,15:00,Wednesday,No,Airport Road,15.3705,75.096,Clear,275,44.2,0,16.69,Low,13.92,Low
2139,2025-01-30,23:00,Thursday,No,Gokul Road,15.3652,75.1106,Clear,100,44.8,0,10.06,Low,8.48,Low
2140,2025-02-14,16:00,Friday,No,Keshwapur,15.3565,75.1325,Clear,407,45.8,0,20.38,Low,16.9,Low
2141,2025-02-05,18:00,Wednesday,No,MG Road Junction,15.3647,75.1239,Cloudy,1226,31.0,0,59.03,Moderate,48.89,Medium
2142,2025-02-24,20:00,Monday,No,Gokul Road,15.3652,75.1106,Cloudy,770,38.2,0,38.17,Moderate,31.65,Low
2143,2025-03-08,19:00,Saturday,Yes,Airport Road,15.3705,75.096,Rain,631,36.7,0,34.17,Low,28.41,Low
2144,2025-01-03,01:00,Friday,No,Old Bus Stand,15.3502,75.138,Cloudy,829,40.8,1,41.96,Moderate,40.29,Medium
2145,2025-04-23,23:00,Wednesday,No,Gokul Road,15.3652,75.1106,Clear,469,42.8,0,24.5,Low,20.35,Low
2146,2025-04-18,10:00,Friday,No,Old Bus Stand,15.3502,75.138,Cloudy,1162,30.2,0,57.25,Moderate,47.46,Medium
2147,2025-01-07,01:00,Tuesday,No,Airport Road,15.3705,75.096,Clear,239,52.0,0,10.44,Low,8.62,Low
2148,2025-02-08,02:00,Saturday,Yes,Keshwapur,15.3565,75.1325,Cloudy,409,48.7,0,18.61,Low,15.38,Low
2149,2025-03-02,22:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Clear,178,41.6,0,14.88,Low,12.51,Low
2150,2025-04-06,09:00,Sunday,Yes,Hubballi Railway Station,15.3515,75.1387,Clear,830,33.3,0,43.43,Moderate,36.07,Medium
2151,2025-01-25,04:00,Saturday,Yes,Keshwapur,15.3565,75.1325,Clear,460,38.7,1,30.12,Low,30.66,Low
2152,2025-04-24,22:00,Thursday,No,Old Bus Stand,15.3502,75.138,Clear,571,43.8,0,27.51,Low,22.78,Low
2153,2025-03-08,00:00,Saturday,Yes,Old Bus Stand,15.3502,75.138,Rain,451,44.3,1,26.24,Low,27.34,Low
2154,2025-01-21,02:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,534,38.9,1,32.64,Low,32.71,Low
2155,2025-02-22,01:00,Saturday,Yes,Vidya Nagar,15.37,75.119,Clear,349,44.0,1,22.79,Low,24.52,Low
2156,2025-01-29,00:00,Wednesday,No,Gokul Road,15.3652,75.1106,Clear,563,37.5,0,31.23,Low,25.99,Low
2157,2025-01-27,06:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Cloudy,477,48.4,0,21.22,Low,17.53,Low
2158,2025-04-23,20:00,Wednesday,No,MG Road Junction,15.3647,75.1239,Clear,1232,34.9,0,56.76,Moderate,46.94,Medium
2159,2025-01-28,13:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Fog,732,26.9,0,44.01,Moderate,36.7,Medium
2160,2025-04-29,20:00,Tuesday,No,Airport Road,15.3705,75.096,Rain,802,23.9,0,48.42,Moderate,40.38,Medium
2161,2025-04-13,18:00,Sunday,Yes,Keshwapur,15.3565,75.1325,Cloudy,747,42.2,0,34.81,Low,28.8,Low
2162,2025-02-11,03:00,Tuesday,No,Old Bus Stand,15.3502,75.138,Cloudy,359,40.9,1,25.12,Low,26.51,Low
2163,2025-03-06,10:00,Thursday,No,Vidya Nagar,15.37,75.119,Clear,850,40.0,0,39.88,Moderate,33.0,Low
2164,2025-01-28,01:00,Tuesday,No,Airport Road,15.3705,75.096,Clear,371,44.2,0,20.11,Low,16.72,Low
2165,2025-02-10,08:00,Monday,No,Keshwapur,15.3565,75.1325,Cloudy,908,28.6,0,49.21,Moderate,40.92,Medium
2166,2025-04-20,21:00,Sunday,Yes,Keshwapur,15.3565,75.1325,Clear,758,34.7,0,39.97,Moderate,33.21,Low
2167,2025-02-15,20:00,Saturday,Yes,Airport Road,15.3705,75.096,Clear,743,36.7,0,38.16,Moderate,31.68,Low
2168,2025-04-17,12:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Cloudy,100,44.0,0,10.57,Low,8.92,Low
2169,2025-01-19,08:00,Sunday,Yes,Keshwapur,15.3565,75.1325,Clear,637,40.0,0,32.28,Low,26.78,Low
2170,2025-02-08,08:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Rain,659,35.8,0,35.74,Moderate,29.72,Low
2171,2025-02-02,01:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Clear,621,46.9,0,27.32,Low,22.55,Low
2172,2025-02-25,23:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Cloudy,589,42.0,0,29.29,Low,24.29,Low
2173,2025-03-18,02:00,Tuesday,No,Keshwapur,15.3565,75.1325,Clear,515,47.1,0,23.41,Low,19.35,Low
2174,2025-01-11,22:00,Saturday,Yes,MG Road Junction,15.3647,75.1239,Cloudy,592,38.2,0,31.82,Low,26.45,Low
2175,2025-03-07,17:00,Friday,No,Vidya Nagar,15.37,75.119,Clear,834,41.5,0,38.36,Moderate,31.72,Low
2176,2025-04-22,20:00,Tuesday,No,Unkal Lake Road,15.373,75.1115,Clear,849,35.2,0,42.9,Moderate,35.59,Medium
2177,2025-04-15,10:00,Tuesday,No,Unkal Lake Road,15.373,75.1115,Rain,801,28.7,0,45.32,Moderate,37.74,Medium
2178,2025-02-11,14:00,Tuesday,No,Keshwapur,15.3565,75.1325,Clear,313,40.0,0,20.72,Low,17.32,Low
2179,2025-01-30,03:00,Thursday,No,MG Road Junction,15.3647,75.1239,Clear,786,27.0,0,45.87,Moderate,38.23,Medium
2180,2025-04-08,21:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,1098,36.8,0,50.77,Moderate,41.99,Medium
2181,2025-03-08,19:00,Saturday,Yes,Old Bus Stand,15.3502,75.138,Cloudy,891,31.0,1,50.41,Moderate,47.44,Medium
2182,2025-02-21,17:00,Friday,No,Airport Road,15.3705,75.096,Clear,607,45.5,0,27.71,Low,22.91,Low
2183,2025-02-16,21:00,Sunday,Yes,Airport Road,15.3705,75.096,Rain,726,32.6,0,40.17,Moderate,33.42,Low
2184,2025-04-19,09:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Clear,765,31.6,0,42.19,Moderate,35.1,Medium
2185,2025-04-08,07:00,Tuesday,No,Keshwapur,15.3565,75.1325,Clear,864,32.0,0,45.47,Moderate,37.78,Medium
2186,2025-02-19,14:00,Wednesday,No,Keshwapur,15.3565,75.1325,Cloudy,287,44.9,0,16.67,Low,13.89,Low
2187,2025-04-22,04:00,Tuesday,No,Vidya Nagar,15.37,75.119,Cloudy,427,34.8,0,28.09,Low,23.49,Low
2188,2025-02-11,21:00,Tuesday,No,Gokul Road,15.3652,75.1106,Rain,976,32.3,1,52.61,Moderate,49.22,Medium
2189,2025-01-02,11:00,Thursday,No,Old Bus Stand,15.3502,75.138,Fog,267,30.4,0,25.18,Low,21.22,Low
2190,2025-01-31,23:00,Friday,No,Gokul Road,15.3652,75.1106,Clear,372,40.1,1,26.09,Low,27.32,Low
2191,2025-03-15,12:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Clear,235,45.7,0,14.31,Low,11.94,Low
2192,2025-01-15,16:00,Wednesday,No,Airport Road,15.3705,75.096,Clear,241,46.7,0,13.88,Low,11.56,Low
2193,2025-03-22,02:00,Saturday,Yes,Vidya Nagar,15.37,75.119,Cloudy,471,44.9,0,23.24,Low,19.26,Low
2194,2025-01-04,00:00,Saturday,Yes,Vidya Nagar,15.37,75.119,Rain,657,29.0,0,39.99,Moderate,33.37,Low
2195,2025-04-23,07:00,Wednesday,No,Vidya Nagar,15.37,75.119,Clear,882,35.0,0,44.21,Moderate,36.67,Medium
2196,2025-02-27,08:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Clear,779,42.0,0,36.08,Moderate,29.84,Low
2197,2025-03-21,18:00,Friday,No,Gokul Road,15.3652,75.1106,Clear,978,33.7,0,48.46,Moderate,40.18,Medium
2198,2025-02-15,13:00,Saturday,Yes,Airport Road,15.3705,75.096,Rain,296,40.2,0,19.98,Low,16.72,Low
2199,2025-04-14,00:00,Monday,No,Vidya Nagar,15.37,75.119,Clear,593,40.7,0,30.26,Low,25.12,Low
2200,2025-01-30,11:00,Thursday,No,Airport Road,15.3705,75.096,Clear,331,48.8,0,15.76,Low,13.05,Low
2201,2025-03-17,04:00,Monday,No,MG Road Junction,15.3647,75.1239,Clear,448,40.2,0,25.41,Low,21.16,Low
2202,2025-04-19,16:00,Saturday,Yes,Keshwapur,15.3565,75.1325,Rain,603,29.4,0,37.81,Moderate,31.57,Low
2203,2025-02-09,19:00,Sunday,Yes,Keshwapur,15.3565,75.1325,Cloudy,731,34.4,0,39.2,Moderate,32.58,Low
2204,2025-04-17,20:00,Thursday,No,Airport Road,15.3705,75.096,Cloudy,808,38.0,1,42.99,Moderate,41.2,Medium
2205,2025-04-14,03:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Clear,436,35.9,0,27.72,Low,23.15,Low
2206,2025-01-07,15:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,641,37.3,1,37.47,Moderate,36.71,Medium
2207,2025-04-02,12:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Cloudy,473,42.0,0,25.15,Low,20.9,Low
2208,2025-04-28,15:00,Monday,No,Unkal Lake Road,15.373,75.1115,Fog,510,30.1,0,34.05,Low,28.47,Low
